Ti.IrO2 (100%)/1	
θ/2θ, °	Intensity, cps
9.4399995803833	626.666687011719
9.44999980926514	640
9.46000003814697	740
9.47000026702881	706.666687011719
9.47999954223633	586.666687011719
9.48999977111816	573.333312988281
9.5	593.333312988281
9.51000022888184	560
9.52000045776367	573.333312988281
9.52999973297119	620
9.53999996185303	606.666687011719
9.55000019073486	760
9.5600004196167	640
9.56999969482422	573.333312988281
9.57999992370605	580
9.59000015258789	440
9.60000038146973	666.666687011719
9.60999965667725	580
9.61999988555908	720
9.63000011444092	633.333312988281
9.64000034332275	613.333312988281
9.64999961853027	546.666687011719
9.65999984741211	660
9.67000007629395	593.333312988281
9.68000030517578	640
9.6899995803833	646.666687011719
9.69999980926514	720
9.71000003814697	613.333312988281
9.72000026702881	606.666687011719
9.72999954223633	773.333312988281
9.73999977111816	553.333312988281
9.75	566.666687011719
9.76000022888184	653.333312988281
9.77000045776367	553.333312988281
9.77999973297119	540
9.78999996185303	673.333312988281
9.80000019073486	553.333312988281
9.8100004196167	733.333312988281
9.81999969482422	773.333312988281
9.82999992370605	680
9.84000015258789	680
9.85000038146973	646.666687011719
9.85999965667725	546.666687011719
9.86999988555908	500
9.88000011444092	646.666687011719
9.89000034332275	633.333312988281
9.89999961853027	593.333312988281
9.90999984741211	566.666687011719
9.92000007629395	580
9.93000030517578	593.333312988281
9.9399995803833	613.333312988281
9.94999980926514	640
9.96000003814697	693.333312988281
9.97000026702881	640
9.97999954223633	520
9.98999977111816	600
10	580
10.0100002288818	586.666687011719
10.0200004577637	553.333312988281
10.0299997329712	520
10.039999961853	646.666687011719
10.0500001907349	660
10.0600004196167	626.666687011719
10.0699996948242	660
10.0799999237061	680
10.0900001525879	540
10.1000003814697	586.666687011719
10.1099996566772	706.666687011719
10.1199998855591	626.666687011719
10.1300001144409	520
10.1400003433228	560
10.1499996185303	573.333312988281
10.1599998474121	586.666687011719
10.1700000762939	586.666687011719
10.1800003051758	613.333312988281
10.1899995803833	566.666687011719
10.1999998092651	546.666687011719
10.210000038147	666.666687011719
10.2200002670288	673.333312988281
10.2299995422363	546.666687011719
10.2399997711182	553.333312988281
10.25	526.666687011719
10.2600002288818	620
10.2700004577637	533.333312988281
10.2799997329712	660
10.289999961853	506.666656494141
10.3000001907349	586.666687011719
10.3100004196167	606.666687011719
10.3199996948242	560
10.3299999237061	726.666687011719
10.3400001525879	520
10.3500003814697	620
10.3599996566772	606.666687011719
10.3699998855591	493.333343505859
10.3800001144409	613.333312988281
10.3900003433228	533.333312988281
10.3999996185303	533.333312988281
10.4099998474121	606.666687011719
10.4200000762939	560
10.4300003051758	600
10.4399995803833	626.666687011719
10.4499998092651	606.666687011719
10.460000038147	566.666687011719
10.4700002670288	600
10.4799995422363	640
10.4899997711182	420
10.5	586.666687011719
10.5100002288818	520
10.5200004577637	593.333312988281
10.5299997329712	453.333343505859
10.539999961853	500
10.5500001907349	573.333312988281
10.5600004196167	480
10.5699996948242	600
10.5799999237061	453.333343505859
10.5900001525879	526.666687011719
10.6000003814697	566.666687011719
10.6099996566772	540
10.6199998855591	500
10.6300001144409	566.666687011719
10.6400003433228	580
10.6499996185303	533.333312988281
10.6599998474121	533.333312988281
10.6700000762939	526.666687011719
10.6800003051758	526.666687011719
10.6899995803833	540
10.6999998092651	546.666687011719
10.710000038147	533.333312988281
10.7200002670288	560
10.7299995422363	686.666687011719
10.7399997711182	506.666656494141
10.75	580
10.7600002288818	433.333343505859
10.7700004577637	546.666687011719
10.7799997329712	500
10.789999961853	526.666687011719
10.8000001907349	373.333343505859
10.8100004196167	580
10.8199996948242	553.333312988281
10.8299999237061	506.666656494141
10.8400001525879	500
10.8500003814697	553.333312988281
10.8599996566772	593.333312988281
10.8699998855591	553.333312988281
10.8800001144409	513.333312988281
10.8900003433228	553.333312988281
10.8999996185303	586.666687011719
10.9099998474121	540
10.9200000762939	573.333312988281
10.9300003051758	646.666687011719
10.9399995803833	453.333343505859
